last_day_of_the_week,average_precip,week,year,State,City
2011-02-27,0.021428571428571432,8,2011,TX,Dallas
2011-03-06,0.0,9,2011,TX,Dallas
2011-03-13,0.0014285714285714286,10,2011,TX,Dallas
2011-03-20,0.0,11,2011,TX,Dallas
2011-03-27,0.0,12,2011,TX,Dallas
2011-04-03,0.008571428571428572,13,2011,TX,Dallas
2011-04-10,0.16285714285714284,14,2011,TX,Dallas
2011-04-17,0.09999999999999999,15,2011,TX,Dallas
2011-04-24,0.022857142857142857,16,2011,TX,Dallas
2011-05-01,0.15285714285714286,17,2011,TX,Dallas
2011-05-08,0.30428571428571427,18,2011,TX,Dallas
2011-05-15,0.17,19,2011,TX,Dallas
2011-05-22,0.29857142857142854,20,2011,TX,Dallas
2011-05-29,0.30428571428571427,21,2011,TX,Dallas
2011-06-05,0.0,22,2011,TX,Dallas
2011-06-12,0.0,23,2011,TX,Dallas
2011-06-19,0.0,24,2011,TX,Dallas
2011-06-26,0.09142857142857143,25,2011,TX,Dallas
2011-07-03,0.0,26,2011,TX,Dallas
2011-07-10,0.0,27,2011,TX,Dallas
2011-07-17,0.012857142857142857,28,2011,TX,Dallas
2011-07-24,0.0,29,2011,TX,Dallas
2011-07-31,0.0,30,2011,TX,Dallas
2011-08-07,0.0,31,2011,TX,Dallas
2011-08-14,0.12285714285714286,32,2011,TX,Dallas
2011-08-21,0.0,33,2011,TX,Dallas
2011-08-28,0.0,34,2011,TX,Dallas
2011-09-04,0.004285714285714286,35,2011,TX,Dallas
2011-09-11,0.0,36,2011,TX,Dallas
2011-09-18,0.08714285714285715,37,2011,TX,Dallas
2011-09-25,0.0,38,2011,TX,Dallas
2011-10-02,0.0014285714285714286,39,2011,TX,Dallas
2011-10-09,0.1985714285714286,40,2011,TX,Dallas
2011-10-16,0.1285714285714286,41,2011,TX,Dallas
2011-10-23,0.09285714285714286,42,2011,TX,Dallas
2011-10-30,0.02,43,2011,TX,Dallas
2011-11-06,0.0014285714285714286,44,2011,TX,Dallas
2011-11-13,0.03142857142857143,45,2011,TX,Dallas
2011-11-20,0.011428571428571429,46,2011,TX,Dallas
2011-11-27,0.07857142857142858,47,2011,TX,Dallas
2011-12-04,0.32857142857142857,48,2011,TX,Dallas
2011-12-11,0.09571428571428572,49,2011,TX,Dallas
2011-12-18,0.11714285714285715,50,2011,TX,Dallas
2011-12-25,0.08,51,2011,TX,Dallas
2012-01-01,0.0,52,2011,TX,Dallas
2012-01-08,0.01,1,2012,TX,Dallas
2012-01-15,0.24285714285714288,2,2012,TX,Dallas
2012-01-22,0.0,3,2012,TX,Dallas
2012-01-29,0.6328571428571428,4,2012,TX,Dallas
2012-02-05,0.0071428571428571435,5,2012,TX,Dallas
2012-02-12,0.024285714285714282,6,2012,TX,Dallas
2012-02-19,0.2357142857142857,7,2012,TX,Dallas
2012-02-26,0.0,8,2012,TX,Dallas
2012-03-04,0.0,9,2012,TX,Dallas
2012-03-11,0.20999999999999996,10,2012,TX,Dallas
2012-03-18,0.0,11,2012,TX,Dallas
2012-03-25,0.6557142857142857,12,2012,TX,Dallas
2012-04-01,0.0,13,2012,TX,Dallas
2012-04-08,0.5228571428571429,14,2012,TX,Dallas
2012-04-15,0.07142857142857142,15,2012,TX,Dallas
2012-04-22,0.011428571428571429,16,2012,TX,Dallas
2012-04-29,0.0,17,2012,TX,Dallas
2012-05-06,0.0,18,2012,TX,Dallas
2012-05-13,0.11285714285714286,19,2012,TX,Dallas
2012-05-20,0.0,20,2012,TX,Dallas
2012-05-27,0.0,21,2012,TX,Dallas
2012-06-03,0.11714285714285713,22,2012,TX,Dallas
2012-06-10,0.23,23,2012,TX,Dallas
2012-06-17,0.14714285714285716,24,2012,TX,Dallas
2012-06-24,0.0,25,2012,TX,Dallas
2012-07-01,0.0071428571428571435,26,2012,TX,Dallas
2012-07-08,0.0,27,2012,TX,Dallas
2012-07-15,0.002857142857142857,28,2012,TX,Dallas
2012-07-22,0.10142857142857142,29,2012,TX,Dallas
2012-07-29,0.0,30,2012,TX,Dallas
2012-08-05,0.0,31,2012,TX,Dallas
2012-08-12,0.0,32,2012,TX,Dallas
2012-08-19,0.41428571428571426,33,2012,TX,Dallas
2012-08-26,0.04142857142857143,34,2012,TX,Dallas
2012-09-02,0.0,35,2012,TX,Dallas
2012-09-09,0.004285714285714286,36,2012,TX,Dallas
2012-09-16,0.027142857142857142,37,2012,TX,Dallas
2012-09-23,0.0,38,2012,TX,Dallas
2012-09-30,0.21142857142857144,39,2012,TX,Dallas
2012-10-07,0.0,40,2012,TX,Dallas
2012-10-14,0.1542857142857143,41,2012,TX,Dallas
2012-10-21,0.0,42,2012,TX,Dallas
2012-10-28,0.0,43,2012,TX,Dallas
2012-11-04,0.0,44,2012,TX,Dallas
2012-11-11,0.0071428571428571435,45,2012,TX,Dallas
2012-11-18,0.0,46,2012,TX,Dallas
2012-11-25,0.0,47,2012,TX,Dallas
2012-12-02,0.0,48,2012,TX,Dallas
2012-12-09,0.0,49,2012,TX,Dallas
2012-12-16,0.055714285714285716,50,2012,TX,Dallas
2012-12-23,0.0,51,2012,TX,Dallas
2012-12-30,0.19571428571428573,52,2012,TX,Dallas
2013-01-06,0.028571428571428574,1,2013,TX,Dallas
2013-01-13,0.5157142857142857,2,2013,TX,Dallas
2013-01-20,0.0071428571428571435,3,2013,TX,Dallas
2013-01-27,0.0,4,2013,TX,Dallas
2013-02-03,0.055714285714285716,5,2013,TX,Dallas
2013-02-10,0.18714285714285714,6,2013,TX,Dallas
2013-02-17,0.054285714285714284,7,2013,TX,Dallas
2013-02-24,0.038571428571428576,8,2013,TX,Dallas
2013-03-03,0.002857142857142857,9,2013,TX,Dallas
2013-03-10,0.038571428571428576,10,2013,TX,Dallas
2013-03-17,0.0,11,2013,TX,Dallas
2013-03-24,0.012857142857142857,12,2013,TX,Dallas
2013-03-31,0.13857142857142857,13,2013,TX,Dallas
2013-04-07,0.13857142857142857,14,2013,TX,Dallas
2013-04-14,0.02,15,2013,TX,Dallas
2013-04-21,0.12,16,2013,TX,Dallas
2013-04-28,0.004285714285714286,17,2013,TX,Dallas
2013-05-05,0.002857142857142857,18,2013,TX,Dallas
2013-05-12,0.03142857142857143,19,2013,TX,Dallas
2013-05-19,0.22285714285714286,20,2013,TX,Dallas
2013-05-26,0.16142857142857145,21,2013,TX,Dallas
2013-06-02,0.032857142857142856,22,2013,TX,Dallas
2013-06-09,0.19142857142857145,23,2013,TX,Dallas
2013-06-16,0.0,24,2013,TX,Dallas
2013-06-23,0.1142857142857143,25,2013,TX,Dallas
2013-06-30,0.0,26,2013,TX,Dallas
2013-07-07,0.0,27,2013,TX,Dallas
2013-07-14,0.049999999999999996,28,2013,TX,Dallas
2013-07-21,0.23,29,2013,TX,Dallas
2013-07-28,0.012857142857142857,30,2013,TX,Dallas
2013-08-04,0.0,31,2013,TX,Dallas
2013-08-11,0.02142857142857143,32,2013,TX,Dallas
2013-08-18,0.14714285714285716,33,2013,TX,Dallas
2013-08-25,0.02,34,2013,TX,Dallas
2013-09-01,0.0014285714285714286,35,2013,TX,Dallas
2013-09-08,0.037142857142857144,36,2013,TX,Dallas
2013-09-15,0.0,37,2013,TX,Dallas
2013-09-22,0.29000000000000004,38,2013,TX,Dallas
2013-09-29,0.06142857142857143,39,2013,TX,Dallas
2013-10-06,0.03571428571428571,40,2013,TX,Dallas
2013-10-13,0.0014285714285714286,41,2013,TX,Dallas
2013-10-20,0.21571428571428572,42,2013,TX,Dallas
2013-10-27,0.1757142857142857,43,2013,TX,Dallas
2013-11-03,0.015714285714285715,44,2013,TX,Dallas
2013-11-10,0.17285714285714285,45,2013,TX,Dallas
2013-11-17,0.0,46,2013,TX,Dallas
2013-11-24,0.055714285714285716,47,2013,TX,Dallas
2013-12-01,0.07428571428571429,48,2013,TX,Dallas
2013-12-08,0.17857142857142858,49,2013,TX,Dallas
2013-12-15,0.0014285714285714286,50,2013,TX,Dallas
2013-12-22,0.21428571428571427,51,2013,TX,Dallas
2013-12-29,0.0,52,2013,TX,Dallas
2014-01-05,0.0,1,2014,TX,Dallas
2014-01-12,0.047142857142857146,2,2014,TX,Dallas
2014-01-19,0.0,3,2014,TX,Dallas
2014-01-26,0.0,4,2014,TX,Dallas
2014-02-02,0.02,5,2014,TX,Dallas
2014-02-09,0.03142857142857143,6,2014,TX,Dallas
2014-02-16,0.002857142857142857,7,2014,TX,Dallas
2014-02-23,0.0,8,2014,TX,Dallas
2014-03-02,0.017142857142857144,9,2014,TX,Dallas
2014-03-09,0.0014285714285714286,10,2014,TX,Dallas
2014-03-16,0.1842857142857143,11,2014,TX,Dallas
2014-03-23,0.0,12,2014,TX,Dallas
2014-03-30,0.008571428571428572,13,2014,TX,Dallas
2014-04-06,0.09857142857142856,14,2014,TX,Dallas
2014-04-13,0.047142857142857146,15,2014,TX,Dallas
2014-04-20,0.06142857142857143,16,2014,TX,Dallas
2014-04-27,0.041428571428571426,17,2014,TX,Dallas
2014-05-04,0.0,18,2014,TX,Dallas
2014-05-11,0.07285714285714286,19,2014,TX,Dallas
2014-05-18,0.10428571428571429,20,2014,TX,Dallas
2014-05-25,0.2742857142857143,21,2014,TX,Dallas
2014-06-01,0.03571428571428571,22,2014,TX,Dallas
2014-06-08,0.004285714285714286,23,2014,TX,Dallas
2014-06-15,0.13285714285714284,24,2014,TX,Dallas
2014-06-22,0.08571428571428572,25,2014,TX,Dallas
2014-06-29,0.24285714285714288,26,2014,TX,Dallas
2014-07-06,0.0,27,2014,TX,Dallas
2014-07-13,0.0,28,2014,TX,Dallas
2014-07-20,0.1157142857142857,29,2014,TX,Dallas
2014-07-27,0.0,30,2014,TX,Dallas
2014-08-03,0.02428571428571429,31,2014,TX,Dallas
2014-08-10,0.15571428571428572,32,2014,TX,Dallas
2014-08-17,0.40714285714285714,33,2014,TX,Dallas
2014-08-24,0.0,34,2014,TX,Dallas
2014-08-31,0.05714285714285715,35,2014,TX,Dallas
2014-09-07,0.0,36,2014,TX,Dallas
2014-09-14,0.008571428571428572,37,2014,TX,Dallas
2014-09-21,0.0,38,2014,TX,Dallas
2014-09-28,0.0,39,2014,TX,Dallas
2014-10-05,0.045714285714285714,40,2014,TX,Dallas
2014-10-12,0.06714285714285714,41,2014,TX,Dallas
2014-10-19,0.1842857142857143,42,2014,TX,Dallas
2014-10-26,0.0014285714285714286,43,2014,TX,Dallas
2014-11-02,0.0,44,2014,TX,Dallas
2014-11-09,0.20142857142857143,45,2014,TX,Dallas
2014-11-16,0.005714285714285714,46,2014,TX,Dallas
2014-11-23,0.09714285714285716,47,2014,TX,Dallas
2014-11-30,0.0,48,2014,TX,Dallas
2014-12-07,0.004285714285714286,49,2014,TX,Dallas
2014-12-14,0.012857142857142857,50,2014,TX,Dallas
2014-12-21,0.07571428571428572,51,2014,TX,Dallas
2014-12-28,0.06857142857142857,52,2014,TX,Dallas
2015-01-04,0.1842857142857143,1,2015,TX,Dallas
2015-01-11,0.06,2,2015,TX,Dallas
2015-01-18,0.0,3,2015,TX,Dallas
2015-01-25,0.19571428571428573,4,2015,TX,Dallas
2015-02-01,0.09142857142857143,5,2015,TX,Dallas
2015-02-08,0.0,6,2015,TX,Dallas
2015-02-15,0.0,7,2015,TX,Dallas
2015-02-22,0.22428571428571428,8,2015,TX,Dallas
2015-03-01,0.1942857142857143,9,2015,TX,Dallas
2015-03-08,0.12999999999999998,10,2015,TX,Dallas
2015-03-15,0.14285714285714285,11,2015,TX,Dallas
2015-03-22,0.07857142857142858,12,2015,TX,Dallas
2015-03-29,0.0,13,2015,TX,Dallas
2015-04-05,0.12142857142857143,14,2015,TX,Dallas
2015-04-12,0.012857142857142857,15,2015,TX,Dallas
2015-04-19,0.3057142857142857,16,2015,TX,Dallas
2015-04-26,0.2285714285714286,17,2015,TX,Dallas
2015-05-03,0.12571428571428572,18,2015,TX,Dallas
2015-05-10,0.31,19,2015,TX,Dallas
2015-05-17,0.40857142857142864,20,2015,TX,Dallas
2015-05-24,0.7357142857142858,21,2015,TX,Dallas
2015-05-31,0.687142857142857,22,2015,TX,Dallas
2015-06-07,0.0,23,2015,TX,Dallas
2015-06-14,0.0,24,2015,TX,Dallas
2015-06-21,0.34142857142857136,25,2015,TX,Dallas
2015-06-28,0.21285714285714286,26,2015,TX,Dallas
2015-07-05,0.004285714285714286,27,2015,TX,Dallas
2015-07-12,0.16857142857142857,28,2015,TX,Dallas
2015-07-19,0.0,29,2015,TX,Dallas
2015-07-26,0.0,30,2015,TX,Dallas
2015-08-02,0.0,31,2015,TX,Dallas
2015-08-09,0.0,32,2015,TX,Dallas
2015-08-16,0.0,33,2015,TX,Dallas
2015-08-23,0.06571428571428571,34,2015,TX,Dallas
2015-08-30,0.0,35,2015,TX,Dallas
2015-09-06,0.0,36,2015,TX,Dallas
2015-09-13,0.2857142857142857,37,2015,TX,Dallas
2015-09-20,0.02,38,2015,TX,Dallas
2015-09-27,0.0,39,2015,TX,Dallas
2015-10-04,0.0,40,2015,TX,Dallas
2015-10-11,0.0,41,2015,TX,Dallas
2015-10-18,0.0,42,2015,TX,Dallas
2015-10-25,1.0771428571428572,43,2015,TX,Dallas
2015-11-01,0.28857142857142853,44,2015,TX,Dallas
2015-11-08,0.04571428571428572,45,2015,TX,Dallas
2015-11-15,0.06571428571428571,46,2015,TX,Dallas
2015-11-22,0.14857142857142858,47,2015,TX,Dallas
2015-11-29,1.1457142857142857,48,2015,TX,Dallas
2015-12-06,0.0014285714285714286,49,2015,TX,Dallas
2015-12-13,0.10142857142857142,50,2015,TX,Dallas
2015-12-20,0.0,51,2015,TX,Dallas
2015-12-27,0.36714285714285716,52,2015,TX,Dallas
2016-01-03,0.07857142857142858,53,2015,TX,Dallas
2016-01-10,0.12000000000000001,1,2016,TX,Dallas
2016-01-17,0.0014285714285714286,2,2016,TX,Dallas
2016-01-24,0.027142857142857142,3,2016,TX,Dallas
2016-01-31,0.0,4,2016,TX,Dallas
2016-02-07,0.0,5,2016,TX,Dallas
2016-02-14,0.0,6,2016,TX,Dallas
2016-02-21,0.047142857142857146,7,2016,TX,Dallas
2016-02-28,0.2671428571428572,8,2016,TX,Dallas
2016-03-06,0.0,9,2016,TX,Dallas
2016-03-13,0.2985714285714286,10,2016,TX,Dallas
2016-03-20,0.0,11,2016,TX,Dallas
2016-03-27,0.07142857142857142,12,2016,TX,Dallas
2016-04-03,0.022857142857142857,13,2016,TX,Dallas
2016-04-10,0.005714285714285714,14,2016,TX,Dallas
2016-04-17,0.2385714285714286,15,2016,TX,Dallas
2016-04-24,0.2985714285714286,16,2016,TX,Dallas
2016-05-01,0.1142857142857143,17,2016,TX,Dallas
2016-05-08,0.10285714285714286,18,2016,TX,Dallas
2016-05-15,0.15714285714285717,19,2016,TX,Dallas
2016-05-22,0.13285714285714287,20,2016,TX,Dallas
2016-05-29,0.23857142857142857,21,2016,TX,Dallas
2016-06-05,0.6185714285714285,22,2016,TX,Dallas
2016-06-12,0.13714285714285715,23,2016,TX,Dallas
2016-06-19,0.02,24,2016,TX,Dallas
2016-06-26,0.0,25,2016,TX,Dallas
2016-07-03,0.011428571428571429,26,2016,TX,Dallas
2016-07-10,0.4942857142857143,27,2016,TX,Dallas
2016-07-17,0.06142857142857143,28,2016,TX,Dallas
2016-07-24,0.0,29,2016,TX,Dallas
2016-07-31,0.004285714285714286,30,2016,TX,Dallas
2016-08-07,0.0,31,2016,TX,Dallas
2016-08-14,0.11714285714285713,32,2016,TX,Dallas
2016-08-21,0.49142857142857144,33,2016,TX,Dallas
2016-08-28,0.011428571428571429,34,2016,TX,Dallas
2016-09-04,0.011428571428571429,35,2016,TX,Dallas
2016-09-11,0.015714285714285715,36,2016,TX,Dallas
2016-09-18,0.0,37,2016,TX,Dallas
2016-09-25,0.12142857142857143,38,2016,TX,Dallas
2016-10-02,0.0,39,2016,TX,Dallas
2016-10-09,0.23428571428571426,40,2016,TX,Dallas
2016-10-16,0.008571428571428572,41,2016,TX,Dallas
2016-10-23,0.04428571428571428,42,2016,TX,Dallas
2016-10-30,0.0,43,2016,TX,Dallas
2016-11-06,0.09571428571428572,44,2016,TX,Dallas
2016-11-13,0.2414285714285714,45,2016,TX,Dallas
2016-11-20,0.0071428571428571435,46,2016,TX,Dallas
2016-11-27,0.0,47,2016,TX,Dallas
2016-12-04,0.17285714285714285,48,2016,TX,Dallas
2016-12-11,0.021428571428571432,49,2016,TX,Dallas
2016-12-18,0.0,50,2016,TX,Dallas
2016-12-25,0.0071428571428571435,51,2016,TX,Dallas
2017-01-01,0.01,52,2016,TX,Dallas
2017-01-08,0.07285714285714286,1,2017,TX,Dallas
2017-01-15,0.48,2,2017,TX,Dallas
2017-01-22,0.0642857142857143,3,2017,TX,Dallas
2017-01-29,0.0,4,2017,TX,Dallas
2017-02-05,0.0,5,2017,TX,Dallas
2017-02-12,0.0,6,2017,TX,Dallas
2017-02-19,0.21571428571428572,7,2017,TX,Dallas
2017-02-26,0.11714285714285715,8,2017,TX,Dallas
2017-03-05,0.025714285714285717,9,2017,TX,Dallas
2017-03-12,0.0,10,2017,TX,Dallas
2017-03-19,0.0014285714285714286,11,2017,TX,Dallas
2017-03-26,0.045714285714285714,12,2017,TX,Dallas
2017-04-02,0.38428571428571434,13,2017,TX,Dallas
2017-04-09,0.0,14,2017,TX,Dallas
2017-04-16,0.10428571428571429,15,2017,TX,Dallas
2017-04-23,0.0642857142857143,16,2017,TX,Dallas
2017-04-30,0.008571428571428572,17,2017,TX,Dallas
2017-05-07,0.002857142857142857,18,2017,TX,Dallas
2017-05-14,0.002857142857142857,19,2017,TX,Dallas
2017-05-21,0.03142857142857143,20,2017,TX,Dallas
2017-05-28,0.06285714285714286,21,2017,TX,Dallas
2017-06-04,0.4314285714285714,22,2017,TX,Dallas
2017-06-11,0.10571428571428572,23,2017,TX,Dallas
2017-06-18,0.0,24,2017,TX,Dallas
2017-06-25,0.5928571428571429,25,2017,TX,Dallas
2017-07-02,0.24428571428571427,26,2017,TX,Dallas
2017-07-09,0.22,27,2017,TX,Dallas
2017-07-16,0.005714285714285714,28,2017,TX,Dallas
2017-07-23,0.0,29,2017,TX,Dallas
2017-07-30,0.19142857142857145,30,2017,TX,Dallas
2017-08-06,0.07285714285714286,31,2017,TX,Dallas
2017-08-13,0.29714285714285715,32,2017,TX,Dallas
2017-08-20,0.11285714285714286,33,2017,TX,Dallas
2017-08-27,0.12285714285714287,34,2017,TX,Dallas
2017-09-03,0.0,35,2017,TX,Dallas
2017-09-10,0.0,36,2017,TX,Dallas
2017-09-17,0.0,37,2017,TX,Dallas
2017-09-24,0.0,38,2017,TX,Dallas
2017-10-01,0.06714285714285714,39,2017,TX,Dallas
2017-10-08,0.04857142857142858,40,2017,TX,Dallas
2017-10-15,0.030000000000000002,41,2017,TX,Dallas
2017-10-22,0.21857142857142858,42,2017,TX,Dallas
2017-10-29,0.0,43,2017,TX,Dallas
2017-11-05,0.005714285714285714,44,2017,TX,Dallas
2017-11-12,0.11571428571428573,45,2017,TX,Dallas
2017-11-19,0.0,46,2017,TX,Dallas
2017-11-26,0.0,47,2017,TX,Dallas
2017-12-03,0.0,48,2017,TX,Dallas
2017-12-10,0.04142857142857143,49,2017,TX,Dallas
2017-12-17,0.10428571428571429,50,2017,TX,Dallas
2017-12-24,0.5014285714285714,51,2017,TX,Dallas
2017-12-31,0.004285714285714286,52,2017,TX,Dallas
2018-01-07,0.025714285714285714,1,2018,TX,Dallas
2018-01-14,0.0,2,2018,TX,Dallas
2018-01-21,0.0842857142857143,3,2018,TX,Dallas
2018-01-28,0.01,4,2018,TX,Dallas
2018-02-04,0.0,5,2018,TX,Dallas
2018-02-11,0.038571428571428576,6,2018,TX,Dallas
2018-02-18,0.045714285714285714,7,2018,TX,Dallas
2018-02-25,0.8514285714285715,8,2018,TX,Dallas
2018-03-04,0.6899999999999998,9,2018,TX,Dallas
2018-03-11,0.0,10,2018,TX,Dallas
2018-03-18,0.08285714285714287,11,2018,TX,Dallas
2018-03-25,0.0,12,2018,TX,Dallas
2018-04-01,0.32142857142857145,13,2018,TX,Dallas
2018-04-08,0.03142857142857143,14,2018,TX,Dallas
2018-04-15,0.0014285714285714286,15,2018,TX,Dallas
2018-04-22,0.0642857142857143,16,2018,TX,Dallas
2018-04-29,0.015714285714285715,17,2018,TX,Dallas
2018-05-06,0.19714285714285712,18,2018,TX,Dallas
2018-05-13,0.0,19,2018,TX,Dallas
2018-05-20,0.06857142857142857,20,2018,TX,Dallas
2018-05-27,0.0014285714285714286,21,2018,TX,Dallas
2018-06-03,0.0,22,2018,TX,Dallas
2018-06-10,0.16142857142857142,23,2018,TX,Dallas
2018-06-17,0.0,24,2018,TX,Dallas
2018-06-24,0.014285714285714287,25,2018,TX,Dallas
2018-07-01,0.005714285714285714,26,2018,TX,Dallas
2018-07-08,0.0,27,2018,TX,Dallas
2018-07-15,0.027142857142857142,28,2018,TX,Dallas
2018-07-22,0.0,29,2018,TX,Dallas
2018-07-29,0.0,30,2018,TX,Dallas
2018-08-05,0.008571428571428572,31,2018,TX,Dallas
2018-08-12,0.35714285714285715,32,2018,TX,Dallas
2018-08-19,0.06999999999999999,33,2018,TX,Dallas
2018-08-26,0.0,34,2018,TX,Dallas
2018-09-02,0.0,35,2018,TX,Dallas
2018-09-09,0.3614285714285715,36,2018,TX,Dallas
2018-09-16,0.08857142857142856,37,2018,TX,Dallas
2018-09-23,1.1757142857142855,38,2018,TX,Dallas
2018-09-30,0.16999999999999998,39,2018,TX,Dallas
2018-10-07,0.05857142857142857,40,2018,TX,Dallas
2018-10-14,0.8114285714285714,41,2018,TX,Dallas
2018-10-21,0.887142857142857,42,2018,TX,Dallas
2018-10-28,0.31142857142857144,43,2018,TX,Dallas
2018-11-04,0.20857142857142857,44,2018,TX,Dallas
2018-11-11,0.054285714285714284,45,2018,TX,Dallas
2018-11-18,0.02142857142857143,46,2018,TX,Dallas
2018-11-25,0.0,47,2018,TX,Dallas
2018-12-02,0.0014285714285714286,48,2018,TX,Dallas
2018-12-09,0.18285714285714286,49,2018,TX,Dallas
2018-12-16,0.012857142857142857,50,2018,TX,Dallas
2018-12-23,0.004285714285714286,51,2018,TX,Dallas
2018-12-30,0.35000000000000003,52,2018,TX,Dallas
2019-01-06,0.2257142857142857,1,2019,TX,Dallas
2019-01-13,0.060000000000000005,2,2019,TX,Dallas
2019-01-20,0.0014285714285714286,3,2019,TX,Dallas
2019-01-27,0.002857142857142857,4,2019,TX,Dallas
2019-02-03,0.004285714285714286,5,2019,TX,Dallas
2019-02-10,0.030000000000000002,6,2019,TX,Dallas
2019-02-17,0.05,7,2019,TX,Dallas
2019-02-24,0.0642857142857143,8,2019,TX,Dallas
2019-03-03,0.012857142857142857,9,2019,TX,Dallas
2019-03-10,0.041428571428571426,10,2019,TX,Dallas
2019-03-17,0.1757142857142857,11,2019,TX,Dallas
2019-03-24,0.03571428571428571,12,2019,TX,Dallas
2019-03-31,0.022857142857142857,13,2019,TX,Dallas
2019-04-07,0.06999999999999999,14,2019,TX,Dallas
2019-04-14,0.25857142857142856,15,2019,TX,Dallas
2019-04-21,0.12428571428571429,16,2019,TX,Dallas
2019-04-28,0.35000000000000003,17,2019,TX,Dallas
2019-05-05,0.2085714285714286,18,2019,TX,Dallas
2019-05-12,0.49571428571428566,19,2019,TX,Dallas
2019-05-19,0.31142857142857144,20,2019,TX,Dallas
2019-05-26,0.025714285714285714,21,2019,TX,Dallas
2019-06-02,0.16714285714285712,22,2019,TX,Dallas
2019-06-09,0.06999999999999999,23,2019,TX,Dallas
2019-06-16,0.3457142857142857,24,2019,TX,Dallas
2019-06-23,0.13142857142857142,25,2019,TX,Dallas
2019-06-30,0.0,26,2019,TX,Dallas
2019-07-07,0.01,27,2019,TX,Dallas
2019-07-14,0.09999999999999999,28,2019,TX,Dallas
2019-07-21,0.0,29,2019,TX,Dallas
2019-07-28,0.0014285714285714286,30,2019,TX,Dallas
2019-08-04,0.03142857142857143,31,2019,TX,Dallas
2019-08-11,0.0,32,2019,TX,Dallas
2019-08-18,0.07142857142857142,33,2019,TX,Dallas
2019-08-25,0.032857142857142856,34,2019,TX,Dallas
2019-09-01,0.21285714285714286,35,2019,TX,Dallas
2019-09-08,0.0,36,2019,TX,Dallas
2019-09-15,0.0,37,2019,TX,Dallas
2019-09-22,0.0,38,2019,TX,Dallas
2019-09-29,0.0,39,2019,TX,Dallas
2019-10-06,0.0,40,2019,TX,Dallas
2019-10-13,0.10428571428571429,41,2019,TX,Dallas
2019-10-20,0.02,42,2019,TX,Dallas
2019-10-27,0.3,43,2019,TX,Dallas
2019-11-03,0.15,44,2019,TX,Dallas
2019-11-10,0.10571428571428572,45,2019,TX,Dallas
2019-11-17,0.0014285714285714286,46,2019,TX,Dallas
2019-11-24,0.028571428571428574,47,2019,TX,Dallas
2019-12-01,0.12142857142857143,48,2019,TX,Dallas
2019-12-08,0.0,49,2019,TX,Dallas
2019-12-15,0.07714285714285715,50,2019,TX,Dallas
2019-12-22,0.0,51,2019,TX,Dallas
2019-12-29,0.09,52,2019,TX,Dallas
2020-01-05,0.0,1,2020,TX,Dallas
2020-01-12,0.22,2,2020,TX,Dallas
2020-01-19,0.34142857142857136,3,2020,TX,Dallas
2020-01-26,0.07428571428571429,4,2020,TX,Dallas
2020-02-02,0.07857142857142858,5,2020,TX,Dallas
2020-02-09,0.05,6,2020,TX,Dallas
2020-02-16,0.32857142857142857,7,2020,TX,Dallas
2020-02-23,0.1757142857142857,8,2020,TX,Dallas
2020-03-01,0.0,9,2020,TX,Dallas
2020-03-08,0.12571428571428572,10,2020,TX,Dallas
2020-03-15,0.37999999999999995,11,2020,TX,Dallas
2020-03-22,0.4014285714285715,12,2020,TX,Dallas
2020-03-29,0.008571428571428572,13,2020,TX,Dallas
2020-04-05,0.1,14,2020,TX,Dallas
2020-04-12,0.08,15,2020,TX,Dallas
2020-04-19,0.014285714285714287,16,2020,TX,Dallas
2020-04-26,0.0014285714285714286,17,2020,TX,Dallas
2020-05-03,0.12142857142857144,18,2020,TX,Dallas
2020-05-10,0.05857142857142857,19,2020,TX,Dallas
2020-05-17,0.6657142857142857,20,2020,TX,Dallas
2020-05-24,0.11571428571428573,21,2020,TX,Dallas
2020-05-31,0.23714285714285713,22,2020,TX,Dallas
2020-06-07,0.0,23,2020,TX,Dallas
2020-06-14,0.0,24,2020,TX,Dallas
2020-06-21,0.0,25,2020,TX,Dallas
2009-01-04,0.0,1,2009,TX,Houston
2009-01-11,0.05,2,2009,TX,Houston
2009-01-18,0.0,3,2009,TX,Houston
2009-01-25,0.0,4,2009,TX,Houston
2009-02-01,0.018571428571428572,5,2009,TX,Houston
2009-02-08,0.0,6,2009,TX,Houston
2009-02-15,0.1985714285714286,7,2009,TX,Houston
2009-02-22,0.02,8,2009,TX,Houston
2009-03-01,0.0,9,2009,TX,Houston
2009-03-08,0.0,10,2009,TX,Houston
2009-03-15,0.3428571428571429,11,2009,TX,Houston
2009-03-22,0.0,12,2009,TX,Houston
2009-03-29,0.23285714285714285,13,2009,TX,Houston
2009-04-05,0.011428571428571429,14,2009,TX,Houston
