State,year,week,ILITOTAL,last_day_of_the_week,average_temperature,City
Texas,2013,6,1822,2013-02-10,63.35714285714285,Houston
Washington,2013,6,157,2013-02-10,44.42857142857143,Seattle
Arizona,2013,7,635,2013-02-17,56.78571428571429,Phoenix
California,2013,7,1746,2013-02-17,58.57142857142857,Los Angeles
California,2013,7,1746,2013-02-17,53.42857142857143,San Francisco
Colorado,2013,7,434,2013-02-17,46.14285714285714,Denver
Georgia,2013,7,636,2013-02-17,45.85714285714285,Atlanta
Illinois,2013,7,1282,2013-02-17,27.42857142857143,Chicago
New York,2013,7,540,2013-02-17,37.142857142857146,New York
Pennsylvania,2013,7,507,2013-02-17,38.42857142857143,Philadelphia
Texas,2013,7,1514,2013-02-17,48.42857142857143,Dallas
Texas,2013,7,1514,2013-02-17,53.85714285714285,Houston
Washington,2013,7,114,2013-02-17,46.14285714285714,Seattle
Arizona,2013,8,490,2013-02-24,54.64285714285714,Phoenix
California,2013,8,1365,2013-02-24,54.57142857142857,Los Angeles
California,2013,8,1365,2013-02-24,49.35714285714285,San Francisco
Colorado,2013,8,396,2013-02-24,42.285714285714285,Denver
Georgia,2013,8,660,2013-02-24,47.0,Atlanta
Illinois,2013,8,1064,2013-02-24,26.214285714285715,Chicago
New York,2013,8,551,2013-02-24,34.5,New York
Pennsylvania,2013,8,431,2013-02-24,35.0,Philadelphia
Texas,2013,8,1247,2013-02-24,49.92857142857143,Dallas
Texas,2013,8,1247,2013-02-24,59.35714285714285,Houston
Washington,2013,8,88,2013-02-24,42.285714285714285,Seattle
Arizona,2013,9,421,2013-03-03,59.35714285714285,Phoenix
California,2013,9,1354,2013-03-03,63.214285714285715,Los Angeles
California,2013,9,1354,2013-03-03,53.85714285714285,San Francisco
Colorado,2013,9,331,2013-03-03,47.14285714285714,Denver
Georgia,2013,9,674,2013-03-03,42.714285714285715,Atlanta
Illinois,2013,9,1194,2013-03-03,29.42857142857143,Chicago
New York,2013,9,434,2013-03-03,39.785714285714285,New York
Pennsylvania,2013,9,452,2013-03-03,39.57142857142857,Philadelphia
Texas,2013,9,1272,2013-03-03,48.14285714285714,Dallas
Texas,2013,9,1272,2013-03-03,52.64285714285714,Houston
Washington,2013,9,96,2013-03-03,47.14285714285714,Seattle
Arizona,2013,10,358,2013-03-10,62.14285714285714,Phoenix
California,2013,10,1399,2013-03-10,57.28571428571429,Los Angeles
California,2013,10,1399,2013-03-10,51.0,San Francisco
Colorado,2013,10,262,2013-03-10,44.57142857142857,Denver
Georgia,2013,10,754,2013-03-10,48.35714285714285,Atlanta
Illinois,2013,10,1102,2013-03-10,33.214285714285715,Chicago
New York,2013,10,369,2013-03-10,38.357142857142854,New York
Pennsylvania,2013,10,350,2013-03-10,41.214285714285715,Philadelphia
Texas,2013,10,1350,2013-03-10,56.57142857142857,Dallas
Texas,2013,10,1350,2013-03-10,60.5,Houston
Washington,2013,10,80,2013-03-10,44.57142857142857,Seattle
Arizona,2013,11,281,2013-03-17,71.85714285714286,Phoenix
California,2013,11,1159,2013-03-17,63.14285714285714,Los Angeles
California,2013,11,1159,2013-03-17,55.57142857142857,San Francisco
Colorado,2013,11,229,2013-03-17,49.14285714285714,Denver
Georgia,2013,11,729,2013-03-17,53.64285714285714,Atlanta
Illinois,2013,11,1073,2013-03-17,32.57142857142857,Chicago
New York,2013,11,378,2013-03-17,40.785714285714285,New York
Pennsylvania,2013,11,387,2013-03-17,42.642857142857146,Philadelphia
Texas,2013,11,1028,2013-03-17,59.714285714285715,Dallas
Texas,2013,11,1028,2013-03-17,61.214285714285715,Houston
Washington,2013,11,47,2013-03-17,49.14285714285714,Seattle
Arizona,2013,12,239,2013-03-24,71.5,Phoenix
California,2013,12,1017,2013-03-24,62.42857142857143,Los Angeles
California,2013,12,1017,2013-03-24,53.64285714285714,San Francisco
Colorado,2013,12,156,2013-03-24,43.85714285714285,Denver
Georgia,2013,12,590,2013-03-24,49.714285714285715,Atlanta
Illinois,2013,12,1039,2013-03-24,27.642857142857146,Chicago
New York,2013,12,289,2013-03-24,37.357142857142854,New York
Pennsylvania,2013,12,296,2013-03-24,39.07142857142857,Philadelphia
Texas,2013,12,1042,2013-03-24,55.42857142857143,Dallas
Texas,2013,12,1042,2013-03-24,67.71428571428571,Houston
Washington,2013,12,31,2013-03-24,43.85714285714285,Seattle
Arizona,2013,13,166,2013-03-31,74.28571428571429,Phoenix
California,2013,13,871,2013-03-31,62.85714285714285,Los Angeles
California,2013,13,871,2013-03-31,57.5,San Francisco
Colorado,2013,13,147,2013-03-31,53.57142857142857,Denver
Georgia,2013,13,572,2013-03-31,49.78571428571429,Atlanta
Illinois,2013,13,954,2013-03-31,40.214285714285715,Chicago
New York,2013,13,179,2013-03-31,44.5,New York
Pennsylvania,2013,13,222,2013-03-31,43.85714285714285,Philadelphia
Texas,2013,13,913,2013-03-31,57.214285714285715,Dallas
Texas,2013,13,913,2013-03-31,60.78571428571429,Houston
Washington,2013,13,41,2013-03-31,53.57142857142857,Seattle
Arizona,2013,14,180,2013-04-07,75.57142857142857,Phoenix
California,2013,14,715,2013-04-07,63.214285714285715,Los Angeles
California,2013,14,715,2013-04-07,57.57142857142857,San Francisco
Colorado,2013,14,133,2013-04-07,51.78571428571429,Denver
Georgia,2013,14,480,2013-04-07,55.78571428571429,Atlanta
Illinois,2013,14,932,2013-04-07,41.285714285714285,Chicago
New York,2013,14,173,2013-04-07,43.85714285714285,New York
Pennsylvania,2013,14,226,2013-04-07,45.92857142857143,Philadelphia
Texas,2013,14,806,2013-04-07,58.35714285714285,Dallas
Texas,2013,14,806,2013-04-07,62.5,Houston
Washington,2013,14,49,2013-04-07,51.78571428571429,Seattle
Arizona,2013,15,188,2013-04-14,71.07142857142857,Phoenix
California,2013,15,687,2013-04-14,63.214285714285715,Los Angeles
California,2013,15,687,2013-04-14,57.28571428571429,San Francisco
Colorado,2013,15,112,2013-04-14,47.92857142857143,Denver
Georgia,2013,15,327,2013-04-14,65.85714285714286,Atlanta
Illinois,2013,15,746,2013-04-14,45.0,Chicago
New York,2013,15,162,2013-04-14,54.35714285714285,New York
Pennsylvania,2013,15,179,2013-04-14,60.57142857142857,Philadelphia
Texas,2013,15,835,2013-04-14,63.28571428571429,Dallas
Texas,2013,15,835,2013-04-14,66.78571428571429,Houston
Washington,2013,15,31,2013-04-14,47.92857142857143,Seattle
Arizona,2013,16,151,2013-04-21,72.14285714285714,Phoenix
California,2013,16,609,2013-04-21,65.07142857142857,Los Angeles
California,2013,16,609,2013-04-21,58.42857142857143,San Francisco
Colorado,2013,16,116,2013-04-21,49.64285714285714,Denver
Georgia,2013,16,270,2013-04-21,63.714285714285715,Atlanta
Illinois,2013,16,724,2013-04-21,45.42857142857143,Chicago
New York,2013,16,183,2013-04-21,52.0,New York
Pennsylvania,2013,16,154,2013-04-21,57.28571428571429,Philadelphia
Texas,2013,16,847,2013-04-21,65.92857142857143,Dallas
Texas,2013,16,847,2013-04-21,66.64285714285714,Houston
Washington,2013,16,25,2013-04-21,49.64285714285714,Seattle
Arizona,2013,17,168,2013-04-28,79.57142857142857,Phoenix
California,2013,17,600,2013-04-28,64.14285714285714,Los Angeles
California,2013,17,600,2013-04-28,59.35714285714285,San Francisco
Colorado,2013,17,122,2013-04-28,54.64285714285714,Denver
Georgia,2013,17,175,2013-04-28,61.5,Atlanta
Illinois,2013,17,705,2013-04-28,50.28571428571429,Chicago
New York,2013,17,146,2013-04-28,51.57142857142857,New York
Pennsylvania,2013,17,135,2013-04-28,54.5,Philadelphia
Texas,2013,17,745,2013-04-28,61.92857142857143,Dallas
Texas,2013,17,745,2013-04-28,68.57142857142857,Houston
Washington,2013,17,26,2013-04-28,54.64285714285714,Seattle
Arizona,2013,18,186,2013-05-05,83.28571428571429,Phoenix
California,2013,18,561,2013-05-05,67.85714285714286,Los Angeles
California,2013,18,561,2013-05-05,66.78571428571429,San Francisco
Colorado,2013,18,130,2013-05-05,57.0,Denver
Georgia,2013,18,152,2013-05-05,63.07142857142857,Atlanta
Illinois,2013,18,678,2013-05-05,59.28571428571429,Chicago
New York,2013,18,115,2013-05-05,53.35714285714285,New York
Pennsylvania,2013,18,126,2013-05-05,57.714285714285715,Philadelphia
Texas,2013,18,670,2013-05-05,62.78571428571429,Dallas
Texas,2013,18,670,2013-05-05,66.92857142857143,Houston
Washington,2013,18,31,2013-05-05,57.0,Seattle
Arizona,2013,19,126,2013-05-12,79.64285714285714,Phoenix
California,2013,19,528,2013-05-12,66.78571428571429,Los Angeles
California,2013,19,528,2013-05-12,59.57142857142857,San Francisco
Colorado,2013,19,126,2013-05-12,63.92857142857143,Denver
Georgia,2013,19,200,2013-05-12,63.57142857142857,Atlanta
Illinois,2013,19,664,2013-05-12,55.57142857142857,Chicago
New York,2013,19,100,2013-05-12,60.5,New York
Pennsylvania,2013,19,111,2013-05-12,64.5,Philadelphia
Texas,2013,19,702,2013-05-12,69.42857142857143,Dallas
Texas,2013,19,702,2013-05-12,71.71428571428571,Houston
Washington,2013,19,17,2013-05-12,63.92857142857143,Seattle
Arizona,2013,20,109,2013-05-19,86.35714285714286,Phoenix
California,2013,20,545,2013-05-19,68.64285714285714,Los Angeles
California,2013,20,545,2013-05-19,59.14285714285714,San Francisco
Colorado,2013,20,103,2013-05-19,57.714285714285715,Denver
Georgia,2013,20,158,2013-05-19,68.21428571428571,Atlanta
Illinois,2013,20,647,2013-05-19,66.14285714285714,Chicago
New York,2013,20,84,2013-05-19,57.42857142857143,New York
Pennsylvania,2013,20,87,2013-05-19,61.85714285714285,Philadelphia
Texas,2013,20,680,2013-05-19,75.78571428571429,Dallas
Texas,2013,20,680,2013-05-19,76.42857142857143,Houston
Washington,2013,20,17,2013-05-19,57.714285714285715,Seattle
Arizona,2013,21,93,2013-05-26,85.5,Phoenix
California,2013,21,495,2013-05-26,67.92857142857143,Los Angeles
California,2013,21,495,2013-05-26,57.64285714285714,San Francisco
Colorado,2013,21,104,2013-05-26,54.14285714285714,Denver
Georgia,2013,21,154,2013-05-26,72.64285714285714,Atlanta
Illinois,2013,21,526,2013-05-26,59.35714285714285,Chicago
New York,2013,21,62,2013-05-26,61.5,New York
Pennsylvania,2013,21,91,2013-05-26,67.57142857142857,Philadelphia
Texas,2013,21,598,2013-05-26,75.42857142857143,Dallas
Texas,2013,21,598,2013-05-26,81.28571428571429,Houston
Washington,2013,21,13,2013-05-26,54.14285714285714,Seattle
Arizona,2013,22,87,2013-06-02,88.57142857142857,Phoenix
California,2013,22,390,2013-06-02,70.21428571428571,Los Angeles
California,2013,22,390,2013-06-02,59.85714285714285,San Francisco
Colorado,2013,22,78,2013-06-02,58.57142857142857,Denver
Georgia,2013,22,139,2013-06-02,75.85714285714286,Atlanta
Illinois,2013,22,531,2013-06-02,66.28571428571429,Chicago
New York,2013,22,88,2013-06-02,67.71428571428571,New York
Pennsylvania,2013,22,86,2013-06-02,74.85714285714286,Philadelphia
Texas,2013,22,585,2013-06-02,79.21428571428571,Dallas
Texas,2013,22,585,2013-06-02,82.5,Houston
Washington,2013,22,18,2013-06-02,58.57142857142857,Seattle
Arizona,2013,23,95,2013-06-09,93.92857142857143,Phoenix
California,2013,23,454,2013-06-09,67.64285714285714,Los Angeles
California,2013,23,454,2013-06-09,62.5,San Francisco
Colorado,2013,23,76,2013-06-09,64.35714285714286,Denver
Georgia,2013,23,98,2013-06-09,76.07142857142857,Atlanta
Illinois,2013,23,585,2013-06-09,60.92857142857143,Chicago
New York,2013,23,76,2013-06-09,66.35714285714286,New York
Pennsylvania,2013,23,78,2013-06-09,70.0,Philadelphia
Texas,2013,23,545,2013-06-09,77.28571428571429,Dallas
Texas,2013,23,545,2013-06-09,80.78571428571429,Houston
Washington,2013,23,21,2013-06-09,64.35714285714286,Seattle
Arizona,2013,24,97,2013-06-16,95.64285714285714,Phoenix
California,2013,24,433,2013-06-16,69.0,Los Angeles
California,2013,24,433,2013-06-16,60.64285714285714,San Francisco
Colorado,2013,24,98,2013-06-16,61.92857142857143,Denver
Georgia,2013,24,91,2013-06-16,77.78571428571429,Atlanta
Illinois,2013,24,499,2013-06-16,70.35714285714286,Chicago
New York,2013,24,68,2013-06-16,68.14285714285714,New York
Pennsylvania,2013,24,70,2013-06-16,73.14285714285714,Philadelphia
Texas,2013,24,510,2013-06-16,84.28571428571429,Dallas
Texas,2013,24,510,2013-06-16,84.28571428571429,Houston
Washington,2013,24,21,2013-06-16,61.92857142857143,Seattle
Arizona,2013,25,76,2013-06-23,92.5,Phoenix
California,2013,25,407,2013-06-23,69.5,Los Angeles
California,2013,25,407,2013-06-23,60.5,San Francisco
Colorado,2013,25,67,2013-06-23,63.64285714285714,Denver
Georgia,2013,25,84,2013-06-23,76.64285714285714,Atlanta
Illinois,2013,25,473,2013-06-23,71.0,Chicago
New York,2013,25,46,2013-06-23,70.0,New York
Pennsylvania,2013,25,57,2013-06-23,73.35714285714286,Philadelphia
Texas,2013,25,644,2013-06-23,83.14285714285714,Dallas
Texas,2013,25,644,2013-06-23,84.71428571428571,Houston
Washington,2013,25,19,2013-06-23,63.64285714285714,Seattle
Arizona,2013,26,74,2013-06-30,97.14285714285714,Phoenix
California,2013,26,355,2013-06-30,74.78571428571429,Los Angeles
California,2013,26,355,2013-06-30,67.64285714285714,San Francisco
Colorado,2013,26,84,2013-06-30,69.78571428571429,Denver
Georgia,2013,26,70,2013-06-30,79.64285714285714,Atlanta
Illinois,2013,26,428,2013-06-30,74.0,Chicago
New York,2013,26,53,2013-06-30,77.42857142857143,New York
Pennsylvania,2013,26,53,2013-06-30,80.07142857142857,Philadelphia
Texas,2013,26,569,2013-06-30,87.2142857142857,Dallas
Texas,2013,26,569,2013-06-30,88.2142857142857,Houston
Washington,2013,26,10,2013-06-30,69.78571428571429,Seattle
Arizona,2013,27,58,2013-07-07,99.14285714285714,Phoenix
California,2013,27,288,2013-07-07,74.07142857142857,Los Angeles
California,2013,27,288,2013-07-07,66.0,San Francisco
Colorado,2013,27,57,2013-07-07,68.85714285714286,Denver
Georgia,2013,27,82,2013-07-07,74.92857142857143,Atlanta
Illinois,2013,27,370,2013-07-07,70.42857142857143,Chicago
New York,2013,27,45,2013-07-07,78.57142857142857,New York
Pennsylvania,2013,27,42,2013-07-07,81.85714285714286,Philadelphia
Texas,2013,27,508,2013-07-07,81.57142857142857,Dallas
Texas,2013,27,508,2013-07-07,83.07142857142857,Houston
Washington,2013,27,10,2013-07-07,68.85714285714286,Seattle
Arizona,2013,28,56,2013-07-14,96.5,Phoenix
California,2013,28,334,2013-07-14,73.5,Los Angeles
California,2013,28,334,2013-07-14,61.214285714285715,San Francisco
Colorado,2013,28,80,2013-07-14,66.28571428571429,Denver
Georgia,2013,28,59,2013-07-14,78.0,Atlanta
Illinois,2013,28,418,2013-07-14,75.5,Chicago
New York,2013,28,48,2013-07-14,79.0,New York
Pennsylvania,2013,28,61,2013-07-14,80.64285714285714,Philadelphia
Texas,2013,28,547,2013-07-14,87.57142857142857,Dallas
Texas,2013,28,547,2013-07-14,85.21428571428571,Houston
Washington,2013,28,12,2013-07-14,66.28571428571429,Seattle
Arizona,2013,29,61,2013-07-21,93.07142857142857,Phoenix
California,2013,29,325,2013-07-21,72.35714285714286,Los Angeles
California,2013,29,325,2013-07-21,61.42857142857143,San Francisco
Colorado,2013,29,72,2013-07-21,68.64285714285714,Denver
Georgia,2013,29,57,2013-07-21,79.35714285714286,Atlanta
Illinois,2013,29,344,2013-07-21,82.14285714285714,Chicago
New York,2013,29,40,2013-07-21,86.42857142857143,New York
Pennsylvania,2013,29,41,2013-07-21,86.2857142857143,Philadelphia
Texas,2013,29,522,2013-07-21,81.21428571428571,Dallas
Texas,2013,29,522,2013-07-21,80.92857142857143,Houston
Washington,2013,29,16,2013-07-21,68.64285714285714,Seattle
Arizona,2013,30,73,2013-07-28,93.21428571428572,Phoenix
California,2013,30,324,2013-07-28,71.21428571428571,Los Angeles
California,2013,30,324,2013-07-28,63.14285714285714,San Francisco
Colorado,2013,30,95,2013-07-28,69.35714285714286,Denver
Georgia,2013,30,81,2013-07-28,78.0,Atlanta
Illinois,2013,30,366,2013-07-28,67.5,Chicago
New York,2013,30,56,2013-07-28,75.28571428571429,New York
Pennsylvania,2013,30,40,2013-07-28,76.07142857142857,Philadelphia
Texas,2013,30,469,2013-07-28,85.42857142857143,Dallas
Texas,2013,30,469,2013-07-28,86.2857142857143,Houston
Washington,2013,30,11,2013-07-28,69.35714285714286,Seattle
Arizona,2013,31,77,2013-08-04,97.78571428571428,Phoenix
California,2013,31,299,2013-08-04,69.0,Los Angeles
California,2013,31,299,2013-08-04,61.5,San Francisco
Colorado,2013,31,77,2013-08-04,65.71428571428571,Denver
Georgia,2013,31,67,2013-08-04,78.42857142857143,Atlanta
Illinois,2013,31,332,2013-08-04,69.21428571428571,Chicago
New York,2013,31,30,2013-08-04,75.21428571428571,New York
Pennsylvania,2013,31,48,2013-08-04,74.14285714285714,Philadelphia
Texas,2013,31,518,2013-08-04,90.0,Dallas
Texas,2013,31,518,2013-08-04,86.42857142857143,Houston
Washington,2013,31,5,2013-08-04,65.71428571428571,Seattle
Arizona,2013,32,101,2013-08-11,91.78571428571428,Phoenix
California,2013,32,299,2013-08-11,69.5,Los Angeles
California,2013,32,299,2013-08-11,62.5,San Francisco
Colorado,2013,32,91,2013-08-11,70.57142857142857,Denver
Georgia,2013,32,81,2013-08-11,80.42857142857143,Atlanta
Illinois,2013,32,321,2013-08-11,72.07142857142857,Chicago
New York,2013,32,40,2013-08-11,74.85714285714286,New York
Pennsylvania,2013,32,51,2013-08-11,75.35714285714286,Philadelphia
Texas,2013,32,425,2013-08-11,90.5,Dallas
Texas,2013,32,425,2013-08-11,87.5,Houston
Washington,2013,32,7,2013-08-11,70.57142857142857,Seattle
Arizona,2013,33,109,2013-08-18,98.64285714285714,Phoenix
California,2013,33,285,2013-08-18,72.28571428571429,Los Angeles
California,2013,33,285,2013-08-18,66.07142857142857,San Francisco
Colorado,2013,33,93,2013-08-18,69.85714285714286,Denver
Georgia,2013,33,97,2013-08-18,72.5,Atlanta
Illinois,2013,33,385,2013-08-18,67.85714285714286,Chicago
New York,2013,33,27,2013-08-18,71.28571428571429,New York
Pennsylvania,2013,33,53,2013-08-18,72.35714285714286,Philadelphia
Texas,2013,33,491,2013-08-18,82.07142857142857,Dallas
Texas,2013,33,491,2013-08-18,84.5,Houston
Washington,2013,33,8,2013-08-18,69.85714285714286,Seattle
Arizona,2013,34,66,2013-08-25,94.5,Phoenix
California,2013,34,294,2013-08-25,71.71428571428571,Los Angeles
California,2013,34,294,2013-08-25,65.21428571428571,San Francisco
Colorado,2013,34,98,2013-08-25,69.5,Denver
Georgia,2013,34,143,2013-08-25,77.42857142857143,Atlanta
Illinois,2013,34,363,2013-08-25,74.57142857142857,Chicago
New York,2013,34,34,2013-08-25,74.64285714285714,New York
Pennsylvania,2013,34,41,2013-08-25,74.5,Philadelphia
Texas,2013,34,542,2013-08-25,86.2142857142857,Dallas
Texas,2013,34,542,2013-08-25,84.07142857142857,Houston
Washington,2013,34,11,2013-08-25,69.5,Seattle
Arizona,2013,35,113,2013-09-01,92.0,Phoenix
California,2013,35,389,2013-09-01,79.28571428571429,Los Angeles
California,2013,35,389,2013-09-01,66.0,San Francisco
Colorado,2013,35,0,2013-09-01,70.07142857142857,Denver
Georgia,2013,35,147,2013-09-01,78.71428571428571,Atlanta
Illinois,2013,35,383,2013-09-01,79.0,Chicago
New York,2013,35,33,2013-09-01,77.28571428571429,New York
Pennsylvania,2013,35,44,2013-09-01,77.85714285714286,Philadelphia
Texas,2013,35,741,2013-09-01,88.2857142857143,Dallas
Texas,2013,35,741,2013-09-01,84.0,Houston
Washington,2013,35,9,2013-09-01,70.07142857142857,Seattle
Arizona,2013,36,80,2013-09-08,94.28571428571428,Phoenix
California,2013,36,354,2013-09-08,79.92857142857143,Los Angeles
California,2013,36,354,2013-09-08,68.14285714285714,San Francisco
Colorado,2013,36,128,2013-09-08,68.07142857142857,Denver
Georgia,2013,36,187,2013-09-08,79.0,Atlanta
Illinois,2013,36,439,2013-09-08,70.92857142857143,Chicago
New York,2013,36,26,2013-09-08,72.57142857142857,New York
Pennsylvania,2013,36,51,2013-09-08,72.0,Philadelphia
Texas,2013,36,908,2013-09-08,86.92857142857143,Dallas
Texas,2013,36,908,2013-09-08,85.28571428571429,Houston
Washington,2013,36,6,2013-09-08,68.07142857142857,Seattle
Arizona,2013,37,81,2013-09-15,87.0,Phoenix
California,2013,37,440,2013-09-15,71.42857142857143,Los Angeles
California,2013,37,440,2013-09-15,64.64285714285714,San Francisco
Colorado,2013,37,124,2013-09-15,67.64285714285714,Denver
Georgia,2013,37,217,2013-09-15,77.14285714285714,Atlanta
